id,destino,prioridad,peso
2921,Pereira,4,20.2
2922,Popayán,3,14.2
2923,Manizales,4,18.0
2924,Pereira,1,18.0
2925,Armenia,1,12.2
2926,Cali,2,20.5
2927,Pereira,3,9.5
2928,Popayán,4,12.6
2929,Montería,3,10.3
2930,Pereira,1,18.2
2931,Bogotá,4,9.1
2932,Pereira,4,10.2
2933,Cali,3,19.2
2934,Pereira,3,6.2
2935,Bucaramanga,5,5.5
2936,Valledupar,1,11.0
2937,Bogotá,2,23.8
2938,Cali,5,22.9
2939,Tunja,3,12.6
2940,Tunja,2,7.9
2941,Medellín,4,19.6
2942,Medellín,2,19.1
2943,Medellín,3,21.7
2944,Pasto,2,5.9
2945,Bogotá,1,10.4
2946,Villavicencio,1,23.9
2947,Pereira,3,7.9
2948,Riohacha,5,8.6
2949,Pasto,2,5.6
2950,Valledupar,2,10.1
2951,Cali,3,21.8
2952,Montería,2,8.7
2953,Villavicencio,4,12.7
2954,Santa Marta,2,9.0
2955,Montería,2,22.7
2956,Pasto,5,18.9
2957,Ipiales,2,20.4
2958,Bogotá,4,6.1
2959,Manizales,4,22.7
2960,Valledupar,3,17.4
2961,Ipiales,3,12.9
2962,Montería,2,17.1
2963,Armenia,2,6.6
2964,Pereira,5,19.6
2965,Valledupar,5,10.4
2966,Bogotá,2,5.1
2967,Cali,3,23.4
2968,Tunja,2,23.7
2969,Villavicencio,2,14.5
2970,Popayán,3,6.6
2971,Pereira,4,13.9
2972,Armenia,3,17.5
2973,Neiva,4,24.7
2974,Medellín,2,6.4
2975,Pasto,3,5.1
2976,Popayán,1,8.7
2977,Pereira,1,22.1
2978,Tunja,5,7.1
2979,Medellín,3,11.9
2980,Manizales,1,23.8
2981,Armenia,3,10.6
2982,Armenia,5,18.1
2983,Valledupar,5,14.1
2984,Pasto,4,13.2
2985,Manizales,1,12.7
2986,Tunja,5,11.0
2987,Bogotá,1,9.3
2988,Neiva,5,9.8
2989,Tunja,1,13.6
2990,Armenia,3,13.5
2991,Medellín,3,17.9
2992,Montería,5,14.5
2993,Cartagena,3,4.6
2994,Medellín,4,12.8
2995,Manizales,5,17.5
2996,Villavicencio,1,14.4
2997,Valledupar,3,7.2
2998,Manizales,1,24.5
2999,Tunja,4,16.8
3000,Pasto,5,16.1
3001,Montería,3,20.5
3002,Sincelejo,1,5.1
3003,Cali,1,19.5
3004,Cali,4,8.1
3005,Villavicencio,1,16.5
3006,Villavicencio,4,8.2
3007,Sincelejo,1,10.6
3008,Cali,4,21.2
3009,Ipiales,4,12.8
3010,Neiva,4,12.4
3011,Santa Marta,2,22.8
3012,Bogotá,1,23.0
3013,Barranquilla,5,12.0
3014,Sincelejo,4,21.8
3015,Popayán,4,19.8
3016,Cartagena,5,13.5
3017,Sincelejo,3,8.9
3018,Tunja,2,23.3
3019,Santa Marta,2,12.1
3020,Manizales,5,16.3
3021,Sincelejo,4,24.7
3022,Valledupar,3,24.6
3023,Valledupar,4,9.3
3024,Bogotá,5,5.7
3025,Barranquilla,4,10.2
3026,Barranquilla,2,5.1
3027,Sincelejo,3,14.2
3028,Barranquilla,2,22.7
3029,Cali,4,20.8
3030,Neiva,5,6.1
3031,Cartagena,2,12.1
3032,Valledupar,4,20.6
3033,Popayán,4,12.5
3034,Manizales,3,7.0
3035,Neiva,3,23.8
3036,Montería,5,18.0
3037,Santa Marta,3,15.1
3038,Ipiales,1,10.1
3039,Popayán,5,13.2
3040,Neiva,2,23.8
3041,Sincelejo,4,6.5
3042,Pereira,2,4.8
3043,Barranquilla,1,17.5
3044,Montería,1,23.4
3045,Armenia,4,22.6
3046,Medellín,2,11.8
3047,Armenia,1,8.2
3048,Cartagena,5,19.5
3049,Santa Marta,4,21.3
3050,Barranquilla,1,19.8
3051,Santa Marta,3,6.6
3052,Manizales,5,24.1
3053,Bogotá,3,6.3
3054,Santa Marta,1,9.4
3055,Cali,4,7.3
3056,Santa Marta,1,18.0
3057,Sincelejo,3,10.9
3058,Cali,1,21.5
3059,Ipiales,5,24.0
3060,Popayán,2,17.7
3061,Barranquilla,4,5.9
3062,Sincelejo,4,6.9
3063,Manizales,3,21.8
3064,Barranquilla,2,20.8
3065,Sincelejo,3,21.1
3066,Neiva,4,19.0
3067,Riohacha,3,20.1
3068,Villavicencio,5,22.2
3069,Medellín,3,17.0
3070,Medellín,3,22.4
3071,Neiva,1,19.5
3072,Manizales,2,20.2
3073,Tunja,3,19.5
3074,Barranquilla,4,10.3
3075,Riohacha,2,18.5
3076,Cali,5,9.2
3077,Sincelejo,2,7.4
3078,Pereira,1,11.8
3079,Montería,1,18.1
3080,Cali,3,5.7
3081,Popayán,3,6.8
3082,Cartagena,1,18.3
3083,Barranquilla,2,17.2
3084,Pereira,2,20.6
3085,Valledupar,1,22.8
3086,Cali,1,12.5
3087,Valledupar,5,9.2
3088,Neiva,3,22.6
3089,Ipiales,4,4.9
3090,Neiva,1,12.9
3091,Villavicencio,2,13.5
3092,Popayán,3,6.8
3093,Cartagena,1,17.5
3094,Manizales,4,12.0
3095,Bogotá,3,15.8
3096,Sincelejo,4,11.4
3097,Ipiales,2,17.2
3098,Sincelejo,4,8.1
3099,Popayán,5,5.4
3100,Pasto,5,21.5
3101,Bogotá,4,21.8
3102,Manizales,2,16.4
3103,Barranquilla,5,21.4
3104,Sincelejo,5,17.1
3105,Santa Marta,4,20.2
3106,Neiva,1,14.1
3107,Armenia,1,9.6
3108,Popayán,3,8.2
3109,Pasto,5,7.8
3110,Montería,2,5.2
3111,Montería,4,6.0
3112,Cartagena,2,4.7
3113,Cartagena,5,8.3
3114,Neiva,5,10.6
3115,Armenia,1,10.5
3116,Pereira,2,9.3
3117,Pereira,4,12.1
3118,Barranquilla,4,24.4
3119,Montería,2,4.9
3120,Santa Marta,2,5.4
3121,Tunja,4,6.2
3122,Cartagena,3,5.6
3123,Barranquilla,3,21.8
3124,Sincelejo,1,12.9
3125,Tunja,3,22.3
3126,Bucaramanga,2,22.8
3127,Ipiales,1,19.4
3128,Medellín,5,8.4
3129,Pasto,1,11.0
3130,Tunja,2,14.0
3131,Popayán,1,7.4
3132,Montería,2,10.8
3133,Cali,5,19.0
3134,Valledupar,3,20.4
3135,Neiva,2,21.3
3136,Neiva,2,21.4
3137,Montería,4,16.9
3138,Bucaramanga,1,18.2
3139,Bogotá,2,20.2
3140,Manizales,1,4.7
3141,Medellín,2,20.0
3142,Cartagena,5,16.5
3143,Manizales,3,13.8
3144,Medellín,2,16.9
3145,Valledupar,3,5.6
3146,Santa Marta,5,20.9
3147,Manizales,4,20.3
3148,Ipiales,2,20.4
3149,Neiva,4,23.5
3150,Valledupar,3,4.8
3151,Cartagena,5,19.1
3152,Popayán,5,17.2
3153,Pasto,2,17.3
3154,Montería,1,10.0
3155,Bucaramanga,5,16.9
3156,Armenia,2,17.0
3157,Pasto,1,14.3
3158,Pasto,5,17.5
3159,Montería,3,21.6
3160,Villavicencio,4,19.0
3161,Villavicencio,3,16.6
3162,Bucaramanga,4,7.7
3163,Villavicencio,2,14.0
3164,Villavicencio,1,23.9
3165,Medellín,5,17.8
3166,Pereira,1,21.5
3167,Medellín,2,23.6
3168,Valledupar,1,8.4
3169,Tunja,2,12.4
3170,Montería,5,19.0
3171,Bogotá,2,7.9
3172,Villavicencio,3,6.5
3173,Manizales,5,10.4
3174,Pereira,1,16.1
3175,Pereira,3,10.4
3176,Manizales,1,5.8
3177,Ipiales,3,14.8
3178,Santa Marta,5,10.4
3179,Medellín,4,16.5
3180,Ipiales,1,12.0
3181,Popayán,4,21.0
3182,Montería,3,15.0
3183,Ipiales,1,8.8
3184,Medellín,1,8.4
3185,Villavicencio,5,21.5
3186,Ipiales,1,8.9
3187,Cali,5,6.6
3188,Neiva,5,21.8
3189,Armenia,5,16.5
3190,Santa Marta,1,12.5
3191,Bogotá,3,8.4
3192,Pasto,3,5.4
3193,Villavicencio,5,9.1
3194,Sincelejo,2,10.7
3195,Pasto,1,11.7
3196,Montería,3,6.8
3197,Santa Marta,1,13.9
3198,Pasto,5,19.5
3199,Medellín,3,18.9
3200,Medellín,4,15.7
3201,Medellín,4,14.1
3202,Barranquilla,1,7.6
3203,Pereira,2,9.9
3204,Manizales,4,8.6
3205,Montería,4,24.0
3206,Neiva,3,6.2
3207,Neiva,5,19.0
3208,Tunja,1,8.1
3209,Bucaramanga,3,15.3
3210,Bucaramanga,4,16.9
3211,Santa Marta,4,14.9
3212,Cartagena,5,22.0
3213,Ipiales,1,10.8
3214,Pereira,3,19.2
3215,Pereira,4,6.0
3216,Armenia,5,24.1
3217,Tunja,3,19.6
3218,Montería,4,23.7
3219,Montería,4,15.6
3220,Medellín,2,14.0
3221,Tunja,5,9.2
3222,Manizales,1,22.2
3223,Neiva,5,6.5
3224,Riohacha,1,8.4
3225,Riohacha,5,12.0
3226,Medellín,1,22.3
3227,Ipiales,3,16.6
3228,Bogotá,4,16.8
3229,Riohacha,3,10.7
3230,Manizales,1,8.6
3231,Pasto,2,9.2
3232,Ipiales,3,5.6
3233,Riohacha,1,22.3
3234,Villavicencio,5,10.6
3235,Montería,5,19.2
3236,Medellín,3,22.6
3237,Bucaramanga,4,12.3
3238,Riohacha,4,9.6
3239,Sincelejo,4,9.3
3240,Pereira,3,15.9
3241,Neiva,2,24.2
3242,Bucaramanga,2,16.9
3243,Armenia,1,8.2
3244,Manizales,2,19.9
3245,Armenia,3,10.9
3246,Neiva,1,17.6
3247,Tunja,5,15.8
3248,Tunja,1,23.0
3249,Sincelejo,3,9.4
3250,Valledupar,3,6.3
3251,Manizales,5,11.3
3252,Villavicencio,1,21.9
3253,Pereira,5,11.3
3254,Cali,2,12.5
3255,Bucaramanga,5,19.0
3256,Tunja,3,11.8
3257,Villavicencio,1,16.5
3258,Medellín,4,6.5
3259,Pasto,3,15.7
3260,Montería,5,21.4
3261,Cali,1,8.3
3262,Valledupar,3,6.3
3263,Bucaramanga,2,16.6
3264,Popayán,2,8.1
3265,Montería,3,15.4
3266,Popayán,4,21.0
3267,Manizales,2,13.7
3268,Montería,5,8.5
3269,Popayán,1,15.4
3270,Bogotá,5,17.2
3271,Popayán,1,9.8
3272,Barranquilla,2,19.3
3273,Bogotá,4,24.7
3274,Santa Marta,3,24.7
3275,Riohacha,5,9.8
3276,Bogotá,2,11.3
3277,Santa Marta,1,21.9
3278,Pasto,1,15.2
3279,Manizales,3,11.2
3280,Pasto,1,14.7
3281,Villavicencio,5,18.0
3282,Sincelejo,2,7.5
3283,Ipiales,5,8.6
3284,Barranquilla,5,24.1
3285,Manizales,1,8.3
3286,Cali,1,4.6
3287,Riohacha,5,13.4
3288,Ipiales,5,21.8
3289,Riohacha,3,15.4
3290,Pasto,4,16.0
3291,Bogotá,5,13.0
3292,Armenia,5,13.0
3293,Cali,2,14.1
3294,Valledupar,2,6.7
3295,Armenia,2,5.5
3296,Medellín,1,14.7
3297,Armenia,2,17.7
3298,Manizales,5,20.0
3299,Riohacha,5,17.6
3300,Tunja,4,5.2
3301,Armenia,2,21.8
3302,Cartagena,2,8.3
3303,Cartagena,5,20.7
3304,Ipiales,2,21.4
3305,Montería,5,22.6
3306,Sincelejo,4,15.7
3307,Tunja,5,13.7
3308,Santa Marta,5,7.1
3309,Cartagena,5,20.3
3310,Medellín,3,9.2
3311,Barranquilla,3,23.0
3312,Barranquilla,2,23.4
3313,Pasto,2,22.7
3314,Montería,3,8.6
3315,Popayán,5,20.9
3316,Bogotá,4,18.6
3317,Bogotá,5,22.3
3318,Armenia,2,20.5
3319,Armenia,5,10.9
3320,Pasto,2,24.9
3321,Pereira,2,10.7
3322,Valledupar,3,23.7
3323,Pereira,1,19.7
3324,Bucaramanga,1,18.1
3325,Valledupar,1,14.0
3326,Santa Marta,1,8.6
3327,Villavicencio,2,22.3
3328,Villavicencio,5,11.3
3329,Montería,4,21.4
3330,Cali,1,15.1
3331,Medellín,3,12.0
3332,Bogotá,1,24.5
3333,Villavicencio,3,13.6
3334,Riohacha,3,15.5
3335,Valledupar,4,8.0
3336,Popayán,3,22.6
3337,Armenia,2,17.2
3338,Ipiales,3,18.7
3339,Armenia,1,6.8
3340,Neiva,3,5.9
3341,Riohacha,5,7.7
3342,Cartagena,5,22.7
3343,Pereira,2,20.8
3344,Montería,2,17.5
3345,Barranquilla,3,8.0
3346,Armenia,1,14.8
3347,Ipiales,4,4.8
3348,Neiva,3,5.8
3349,Pasto,5,24.8
3350,Barranquilla,3,21.7
3351,Pereira,1,18.9
3352,Pasto,3,11.5
3353,Villavicencio,5,9.2
3354,Riohacha,4,21.3
3355,Villavicencio,2,12.8
3356,Santa Marta,1,15.1
3357,Bogotá,4,4.9
3358,Riohacha,3,23.5
3359,Popayán,4,17.6
3360,Cali,5,18.8
3361,Villavicencio,1,20.1
3362,Popayán,5,14.8
3363,Medellín,1,14.8
3364,Santa Marta,4,19.9
3365,Bucaramanga,4,10.3
3366,Cali,2,24.0
3367,Santa Marta,1,12.5
3368,Neiva,5,19.9
3369,Barranquilla,2,12.1
3370,Sincelejo,3,23.3
3371,Cartagena,4,7.1
3372,Cali,5,20.9
3373,Bucaramanga,2,9.5
3374,Neiva,2,9.1
3375,Valledupar,3,9.8
3376,Riohacha,1,12.0
3377,Valledupar,3,21.0
3378,Bogotá,5,18.6
3379,Valledupar,3,8.1
3380,Ipiales,4,9.0
3381,Bucaramanga,5,9.1
3382,Villavicencio,5,10.8
3383,Pereira,2,13.7
3384,Bogotá,4,21.8
3385,Pasto,4,22.0
3386,Santa Marta,1,20.5
3387,Pereira,4,9.8
3388,Tunja,3,20.7
3389,Ipiales,3,15.5
3390,Tunja,3,16.9
3391,Ipiales,3,16.7
3392,Barranquilla,4,6.0
3393,Bucaramanga,2,4.9
3394,Pereira,1,17.1
3395,Riohacha,2,11.0
3396,Riohacha,5,11.1
3397,Barranquilla,5,16.8
3398,Bucaramanga,4,20.8
3399,Valledupar,3,13.7
3400,Bogotá,4,23.5
3401,Montería,1,6.4
3402,Manizales,2,17.2
3403,Montería,2,13.7
3404,Ipiales,1,13.0
3405,Pereira,3,12.8
3406,Cartagena,5,23.7
3407,Manizales,3,8.3
3408,Montería,4,10.0
3409,Popayán,3,8.0
3410,Villavicencio,4,6.0
3411,Bogotá,5,13.1
3412,Barranquilla,1,17.5
3413,Manizales,2,23.5
3414,Bucaramanga,3,5.6
3415,Sincelejo,2,15.2
3416,Villavicencio,1,17.3
3417,Ipiales,1,16.2
3418,Barranquilla,1,21.4
3419,Popayán,3,7.8
3420,Tunja,1,16.7
3421,Popayán,2,15.3
3422,Pereira,1,18.1
3423,Manizales,3,20.7
3424,Popayán,3,24.7
3425,Bucaramanga,4,23.4
3426,Villavicencio,5,23.6
3427,Riohacha,3,14.3
3428,Pereira,5,20.4
3429,Medellín,1,19.0
3430,Montería,5,16.1
3431,Bogotá,2,7.4
3432,Manizales,4,12.8
3433,Bogotá,1,12.2
3434,Cartagena,3,5.4
3435,Cartagena,3,20.8
3436,Villavicencio,1,19.2
3437,Villavicencio,5,11.6
3438,Ipiales,1,13.6
3439,Neiva,2,15.0
3440,Popayán,5,9.2
3441,Medellín,1,13.9
3442,Bogotá,3,14.7
3443,Ipiales,3,12.7
3444,Sincelejo,5,6.7
3445,Tunja,2,22.0
3446,Neiva,5,9.6
3447,Riohacha,5,20.6
3448,Santa Marta,2,8.5
3449,Bogotá,2,22.2
3450,Cartagena,5,7.6
3451,Ipiales,1,10.8
3452,Cali,1,10.7
3453,Pereira,2,14.1
3454,Montería,1,20.0
3455,Pereira,2,15.0
3456,Popayán,5,20.8
3457,Cali,3,14.6
3458,Tunja,4,22.4
3459,Popayán,2,19.9
3460,Manizales,1,13.7
3461,Tunja,2,14.9
3462,Neiva,3,17.7
3463,Montería,5,15.9
3464,Tunja,5,14.0
3465,Pasto,4,22.7
3466,Montería,5,16.0
3467,Pereira,5,20.5
3468,Armenia,5,11.4
3469,Medellín,2,6.9
3470,Valledupar,5,5.3
3471,Tunja,1,10.0
3472,Cartagena,2,18.3
3473,Tunja,2,21.1
3474,Ipiales,5,13.3
3475,Ipiales,4,16.6
3476,Barranquilla,1,18.2
3477,Bucaramanga,1,22.4
3478,Popayán,2,12.0
3479,Popayán,1,23.6
3480,Bogotá,3,9.5
3481,Popayán,2,24.6
3482,Bogotá,3,22.1
3483,Pereira,3,10.9
3484,Neiva,4,5.7
3485,Bucaramanga,1,24.9
3486,Armenia,2,8.4
3487,Pereira,5,8.6
3488,Santa Marta,3,16.9
3489,Santa Marta,1,24.5
3490,Barranquilla,4,12.2
3491,Medellín,4,20.3
3492,Medellín,4,9.2
3493,Bucaramanga,1,14.3
3494,Bogotá,5,21.1
3495,Tunja,5,22.9
3496,Cali,3,10.2
3497,Riohacha,4,16.5
3498,Cartagena,4,21.9
3499,Armenia,4,12.4
3500,Riohacha,3,8.5
3501,Ipiales,1,14.1
3502,Cartagena,2,18.7
3503,Valledupar,5,13.5
3504,Bucaramanga,1,11.7
3505,Montería,2,12.7
3506,Armenia,2,13.2
3507,Villavicencio,3,4.6
3508,Neiva,4,9.5
3509,Armenia,5,22.1
3510,Barranquilla,3,5.0
3511,Barranquilla,1,24.1
3512,Armenia,5,13.6
3513,Bogotá,1,16.6
3514,Neiva,1,20.7
3515,Bucaramanga,1,20.2
3516,Armenia,4,11.9
3517,Montería,1,11.5
3518,Popayán,5,9.8
3519,Neiva,4,23.6
3520,Tunja,5,10.7
3521,Medellín,5,15.3
3522,Montería,4,12.4
3523,Villavicencio,4,7.6
3524,Valledupar,1,14.2
3525,Barranquilla,2,16.5
3526,Villavicencio,3,5.6
3527,Cali,1,7.9
3528,Pereira,4,11.5
3529,Neiva,5,14.3
3530,Valledupar,1,9.6
3531,Armenia,2,6.5
3532,Pasto,1,19.0
3533,Barranquilla,2,15.5
3534,Tunja,2,8.9
3535,Neiva,3,24.2
3536,Sincelejo,1,6.7
3537,Pasto,5,13.6
3538,Montería,3,10.6
3539,Sincelejo,1,8.7
3540,Bucaramanga,2,8.0
3541,Pasto,1,22.9
3542,Cali,4,13.3
3543,Neiva,4,5.7
3544,Popayán,2,13.1
3545,Cartagena,3,15.9
3546,Pasto,4,14.3
3547,Pereira,1,7.3
3548,Bogotá,2,17.8
3549,Tunja,5,11.1
3550,Santa Marta,2,14.1
3551,Cali,4,14.5
3552,Bogotá,3,14.0
3553,Ipiales,3,9.4
3554,Medellín,4,7.2
3555,Santa Marta,2,4.8
3556,Villavicencio,3,8.9
3557,Villavicencio,5,12.4
3558,Tunja,3,20.6
3559,Bogotá,5,12.3
3560,Armenia,5,19.7
3561,Bogotá,4,18.3
3562,Medellín,2,16.2
3563,Popayán,2,14.6
3564,Neiva,5,7.5
3565,Montería,3,23.0
3566,Villavicencio,5,23.5
3567,Neiva,1,15.4
3568,Cali,3,9.2
3569,Barranquilla,3,11.2
3570,Bucaramanga,5,13.7
3571,Medellín,3,13.0
3572,Manizales,4,19.5
3573,Santa Marta,2,24.8
3574,Cartagena,1,18.8
3575,Medellín,5,12.9
3576,Santa Marta,4,11.3
3577,Bogotá,2,14.1
3578,Sincelejo,1,17.1
3579,Riohacha,3,4.7
3580,Montería,1,23.4
3581,Santa Marta,4,16.9
3582,Santa Marta,1,13.1
3583,Pasto,3,12.0
3584,Sincelejo,5,24.7
3585,Santa Marta,4,16.7
3586,Popayán,3,8.1
3587,Tunja,4,23.9
3588,Barranquilla,4,21.2
3589,Cali,4,8.4
3590,Riohacha,3,6.6
3591,Montería,2,21.1
3592,Bucaramanga,1,23.8
3593,Armenia,1,14.5
3594,Santa Marta,5,16.6
3595,Cali,5,20.2
3596,Ipiales,4,11.9
3597,Armenia,4,5.3
3598,Sincelejo,4,14.8
3599,Popayán,5,19.4
3600,Manizales,4,4.6
3601,Montería,5,15.3
3602,Valledupar,4,23.4
3603,Cartagena,3,19.0
3604,Santa Marta,3,8.5
3605,Neiva,3,20.0
3606,Popayán,5,23.9
3607,Cali,5,19.3
3608,Pasto,3,20.3
3609,Medellín,4,22.5
3610,Bogotá,2,8.3
3611,Riohacha,1,16.0
3612,Bucaramanga,1,6.0
3613,Cartagena,1,5.0
3614,Ipiales,5,14.6
3615,Bucaramanga,4,18.9
3616,Cartagena,4,24.5
3617,Ipiales,1,5.8
3618,Ipiales,4,6.3
3619,Armenia,2,23.5
3620,Neiva,5,11.0
3621,Manizales,4,8.1
3622,Ipiales,4,24.7
3623,Ipiales,1,10.6
3624,Cali,1,10.1
3625,Tunja,2,19.9
3626,Pereira,1,19.1
3627,Valledupar,1,5.9
3628,Bucaramanga,2,10.9
3629,Tunja,3,6.0
3630,Pasto,2,18.5
3631,Cali,5,16.4
3632,Ipiales,5,8.2
3633,Valledupar,1,6.3
3634,Barranquilla,3,7.4
3635,Sincelejo,4,9.3
3636,Pasto,3,18.7
3637,Valledupar,3,24.6
3638,Ipiales,5,4.9
3639,Valledupar,2,17.2
3640,Pereira,3,16.7
3641,Ipiales,5,6.3
3642,Armenia,4,10.5
3643,Armenia,4,17.7
3644,Cartagena,4,10.9
3645,Pereira,2,14.1
3646,Valledupar,2,23.9
3647,Pasto,4,9.0
3648,Neiva,1,6.5
3649,Cartagena,4,12.1
3650,Bogotá,2,9.3
3651,Pasto,3,10.6
3652,Pasto,4,24.9
3653,Armenia,1,23.8
3654,Montería,1,9.2
3655,Santa Marta,2,16.2
3656,Pereira,3,13.7
3657,Tunja,2,12.9
3658,Villavicencio,1,5.0
3659,Villavicencio,2,22.4
3660,Pereira,4,16.5
3661,Sincelejo,5,18.5
3662,Cartagena,3,22.7
3663,Ipiales,2,9.5
3664,Montería,2,21.4
3665,Armenia,5,6.2
3666,Bucaramanga,2,19.9
3667,Tunja,1,9.1
3668,Riohacha,4,10.0
3669,Cali,4,11.9
3670,Bogotá,1,16.8
3671,Santa Marta,4,22.5
3672,Cali,5,10.5
3673,Cali,4,18.3
3674,Manizales,5,9.4
3675,Santa Marta,4,24.3
3676,Neiva,3,12.9
3677,Cartagena,4,9.6
3678,Villavicencio,5,24.0
3679,Cartagena,1,16.0
3680,Valledupar,2,13.7
3681,Armenia,5,10.1
3682,Riohacha,4,8.2
3683,Manizales,1,4.7
3684,Medellín,3,15.6
3685,Bucaramanga,1,12.1
3686,Tunja,2,22.4
3687,Riohacha,2,23.9
3688,Armenia,1,5.4
3689,Manizales,3,20.8
3690,Riohacha,3,10.6
3691,Santa Marta,2,17.1
3692,Barranquilla,1,4.7
3693,Medellín,5,14.2
3694,Neiva,3,11.7
3695,Tunja,2,21.1
3696,Villavicencio,5,9.0
3697,Sincelejo,5,7.4
3698,Valledupar,3,21.8
3699,Barranquilla,4,7.0
3700,Barranquilla,2,12.4
3701,Manizales,5,11.8
3702,Santa Marta,3,17.3
3703,Villavicencio,5,12.5
3704,Bogotá,3,6.9
3705,Valledupar,4,15.7
3706,Bucaramanga,5,6.6
3707,Cartagena,4,10.6
3708,Montería,3,14.6
3709,Ipiales,4,15.5
3710,Montería,5,22.1
3711,Pasto,3,5.8
3712,Montería,2,23.5
3713,Montería,5,7.0
3714,Cali,5,15.8
3715,Montería,4,22.7
3716,Santa Marta,3,11.7
3717,Riohacha,5,20.5
3718,Neiva,1,20.8
3719,Santa Marta,1,9.2
3720,Ipiales,4,16.5
3721,Tunja,1,8.6
3722,Cartagena,2,11.8
3723,Tunja,1,5.5
3724,Cali,4,6.1
3725,Villavicencio,5,24.1
3726,Pasto,4,11.2
3727,Barranquilla,2,11.2
3728,Villavicencio,5,8.2
3729,Villavicencio,5,19.0
3730,Montería,2,14.0
3731,Cali,4,17.7
3732,Ipiales,2,6.1
3733,Pasto,2,19.3
3734,Valledupar,4,20.5
3735,Cartagena,5,20.7
3736,Medellín,1,18.1
3737,Neiva,3,11.0
3738,Ipiales,5,8.8
3739,Valledupar,3,22.8
3740,Manizales,2,6.4
3741,Cali,4,12.6
3742,Santa Marta,3,18.3
3743,Pasto,1,8.5
3744,Ipiales,3,12.6
3745,Bogotá,5,23.5
3746,Popayán,5,12.2
3747,Barranquilla,5,15.6
3748,Neiva,4,7.0
3749,Santa Marta,2,10.4
3750,Santa Marta,3,12.2
3751,Tunja,1,24.6
3752,Sincelejo,2,5.0
3753,Pereira,2,7.1
3754,Popayán,2,19.9
3755,Medellín,4,6.6
3756,Villavicencio,4,6.9
3757,Santa Marta,3,14.8
3758,Villavicencio,3,6.6
3759,Armenia,5,7.7
3760,Bogotá,5,8.8
3761,Manizales,1,5.4
3762,Barranquilla,5,20.1
3763,Sincelejo,5,24.9
3764,Villavicencio,3,17.9
3765,Popayán,1,7.7
3766,Valledupar,2,6.7
3767,Riohacha,5,11.3
3768,Ipiales,1,16.1
3769,Villavicencio,1,10.3
3770,Tunja,5,14.4
3771,Cali,4,24.0
3772,Armenia,4,4.8
3773,Tunja,4,24.8
3774,Cali,5,19.4
3775,Cali,3,19.9
3776,Montería,3,13.9
3777,Armenia,5,21.2
3778,Santa Marta,4,7.2
3779,Tunja,3,21.2
3780,Cartagena,3,24.0
3781,Ipiales,4,20.9
3782,Medellín,5,8.7
3783,Ipiales,5,12.1
3784,Sincelejo,5,21.8
3785,Tunja,2,9.1
3786,Villavicencio,1,18.4
3787,Cali,1,18.2
3788,Valledupar,4,12.7
3789,Manizales,1,22.3
3790,Santa Marta,2,9.9
3791,Bucaramanga,4,22.7
3792,Cali,5,22.2
3793,Popayán,4,7.6
3794,Popayán,5,9.4
3795,Barranquilla,2,22.0
3796,Manizales,5,21.8
3797,Bucaramanga,1,7.0
3798,Riohacha,2,7.9
3799,Sincelejo,3,10.6
3800,Bogotá,4,10.8
3801,Pasto,4,19.9
3802,Valledupar,2,8.9
3803,Ipiales,5,10.3
3804,Riohacha,3,10.1
3805,Valledupar,5,22.2
3806,Cali,5,6.7
3807,Cali,3,8.5
3808,Medellín,1,16.0
3809,Popayán,1,17.6
3810,Montería,1,17.3
3811,Riohacha,4,18.9
3812,Tunja,2,12.7
3813,Pasto,2,7.2
3814,Bucaramanga,5,16.7
3815,Montería,2,15.6
3816,Pasto,2,21.8
3817,Popayán,2,11.3
3818,Cali,5,5.4
3819,Villavicencio,5,7.8
3820,Armenia,3,21.4
3821,Pasto,4,10.7
3822,Pereira,5,16.6
3823,Santa Marta,4,15.5
3824,Riohacha,1,6.4
3825,Tunja,3,13.0
3826,Riohacha,5,7.0
3827,Popayán,5,8.3
3828,Montería,3,13.2
3829,Cartagena,2,17.0
3830,Cartagena,5,20.2
3831,Neiva,2,22.6
3832,Medellín,2,6.3
3833,Manizales,2,8.9
3834,Popayán,3,15.2
3835,Cali,4,17.0
3836,Medellín,2,15.0
3837,Villavicencio,1,17.8
3838,Valledupar,3,7.9
3839,Neiva,1,4.8
3840,Barranquilla,3,11.3
3841,Montería,4,23.9
3842,Montería,1,16.3
3843,Riohacha,3,19.6
3844,Valledupar,5,8.1
3845,Santa Marta,4,8.8
3846,Medellín,1,21.9
3847,Valledupar,5,14.7
3848,Bogotá,2,17.1
3849,Sincelejo,4,10.6
3850,Cartagena,5,22.6
3851,Barranquilla,3,8.4
3852,Ipiales,4,12.8
3853,Manizales,1,24.5
3854,Barranquilla,2,20.8
3855,Popayán,5,18.3
3856,Barranquilla,3,10.3
3857,Bogotá,2,5.7
3858,Villavicencio,1,22.5
3859,Popayán,3,11.0
3860,Neiva,3,5.6
3861,Cali,4,23.1
3862,Tunja,3,11.2
3863,Montería,5,19.9
3864,Villavicencio,4,14.9
3865,Manizales,4,18.1
3866,Ipiales,5,22.5
3867,Villavicencio,1,13.1
3868,Barranquilla,5,23.0
3869,Cali,1,17.6
3870,Cali,3,8.2
3871,Sincelejo,1,13.9
3872,Villavicencio,2,10.4
3873,Armenia,1,7.6
3874,Pereira,1,15.9
3875,Bucaramanga,5,13.0
