id,destino,prioridad,peso
41893,Ipiales,4,13.9
41894,Valledupar,3,12.1
41895,Cali,2,16.2
41896,Cali,1,17.3
41897,Neiva,5,23.1
41898,Barranquilla,4,23.8
41899,Riohacha,2,20.1
41900,Cúcuta,5,6.0
41901,Mitú,4,9.3
41902,Montería,3,16.6
41903,Neiva,4,10.5
41904,Villavicencio,1,11.0
41905,Tunja,1,23.1
41906,Tunja,5,23.8
41907,Barranquilla,4,8.7
41908,Valledupar,1,9.6
41909,Pasto,2,24.2
41910,Ibagué,2,15.4
41911,Villavicencio,1,10.1
41912,Pereira,5,22.4
41913,Cartagena,5,20.3
41914,Popayán,3,21.5
41915,Tunja,2,15.1
41916,Pereira,5,13.3
41917,Montería,4,24.4
41918,Santa Marta,5,8.4
41919,Bogotá,5,23.1
41920,Barranquilla,1,6.1
41921,Mitú,2,15.9
41922,Neiva,5,16.4
41923,Cali,2,5.0
41924,Armenia,5,6.0
41925,Pereira,1,22.6
41926,Cali,5,10.6
41927,Pasto,5,8.4
41928,Mitú,1,23.8
41929,Cartagena,2,11.3
41930,Barranquilla,1,17.2
41931,Bogotá,3,23.8
41932,Cali,3,21.7
41933,Riohacha,1,15.2
41934,Popayán,2,5.8
41935,Quibdó,3,17.9
41936,Barranquilla,3,15.2
41937,Quibdó,1,20.8
41938,Cúcuta,3,10.8
41939,Manizales,5,22.0
41940,Tunja,1,5.7
41941,Cúcuta,5,21.0
41942,Pasto,4,19.9
41943,Mitú,4,4.6
41944,Medellín,5,16.6
41945,Valledupar,3,6.9
41946,Quibdó,5,19.7
41947,Pereira,3,8.3
41948,Riohacha,4,8.8
41949,Florencia,1,15.6
41950,Bogotá,4,21.2
41951,Medellín,1,16.9
41952,Valledupar,1,11.6
41953,Tunja,1,18.4
41954,Montería,4,20.6
41955,Cartagena,2,4.8
41956,Medellín,5,23.2
41957,Florencia,1,11.7
41958,Neiva,1,14.1
41959,Bogotá,3,7.4
41960,Sincelejo,3,22.7
41961,Valledupar,2,14.3
41962,Bucaramanga,2,15.2
41963,Villavicencio,5,22.0
41964,Bucaramanga,5,14.9
41965,Santa Marta,5,21.0
41966,Neiva,2,18.5
41967,Tunja,2,22.0
41968,Medellín,5,19.3
41969,Santa Marta,3,8.5
41970,Tunja,1,18.3
41971,Tunja,1,7.8
41972,Manizales,3,22.9
41973,Barranquilla,3,20.7
41974,Bucaramanga,1,21.1
41975,Pasto,3,17.6
41976,Pasto,5,6.5
41977,Bogotá,3,18.5
41978,Pereira,2,13.2
41979,Cali,4,16.2
41980,Cali,2,10.9
41981,Armenia,2,23.6
41982,Riohacha,1,12.9
41983,Pereira,5,22.1
41984,Villavicencio,1,10.7
41985,Montería,5,15.4
41986,Mitú,2,17.1
41987,Pasto,3,6.1
41988,Quibdó,5,5.0
41989,Medellín,5,16.0
41990,Armenia,3,6.5
41991,Santa Marta,5,24.1
41992,Pasto,1,6.8
41993,Pereira,2,6.4
41994,Santa Marta,5,17.4
41995,Popayán,4,17.8
41996,Manizales,2,11.2
41997,Montería,1,13.1
41998,Bucaramanga,2,23.7
41999,Popayán,5,24.9
42000,Barranquilla,3,21.8
42001,Mitú,4,5.1
42002,Valledupar,5,7.2
42003,Riohacha,3,14.7
42004,Cartagena,5,4.8
42005,Cali,4,12.8
42006,Florencia,1,15.1
42007,Pereira,2,18.9
42008,Villavicencio,2,6.1
42009,Barranquilla,3,6.3
42010,Montería,1,14.3
42011,Mitú,5,5.9
42012,Manizales,3,14.0
42013,Ipiales,5,9.2
42014,Pereira,3,14.0
42015,Manizales,5,17.8
42016,Popayán,5,22.0
42017,Riohacha,4,9.3
42018,Cúcuta,2,16.6
42019,Bucaramanga,5,11.3
42020,Bogotá,4,20.3
42021,Florencia,5,5.2
42022,Mitú,3,12.6
42023,Cali,5,10.3
42024,Barranquilla,3,12.0
42025,Santa Marta,5,22.8
42026,Montería,5,24.3
42027,Neiva,4,6.2
42028,Ibagué,5,4.7
42029,Villavicencio,4,18.7
42030,Bogotá,5,18.2
42031,Medellín,2,22.6
42032,Barranquilla,3,16.4
42033,Riohacha,3,23.9
42034,Cúcuta,2,19.4
42035,Florencia,2,21.2
42036,Villavicencio,1,5.1
42037,Mitú,3,12.8
42038,Ipiales,1,10.9
42039,Valledupar,2,20.0
42040,Florencia,3,18.8
42041,Armenia,1,7.4
42042,Quibdó,2,17.3
42043,Popayán,5,21.6
42044,Florencia,3,21.2
42045,Pereira,3,8.3
42046,Bogotá,2,8.3
42047,Villavicencio,2,9.4
42048,Montería,1,17.6
42049,Santa Marta,4,14.0
42050,Santa Marta,1,18.5
42051,Cali,2,6.0
42052,Quibdó,1,14.8
42053,Ibagué,5,5.6
42054,Santa Marta,4,7.9
42055,Neiva,5,20.7
42056,Riohacha,1,13.6
42057,Riohacha,5,23.4
42058,Mitú,1,8.4
42059,Popayán,4,23.0
42060,Popayán,2,4.8
42061,Medellín,4,8.3
42062,Medellín,2,23.3
42063,Villavicencio,5,20.1
42064,Valledupar,5,14.7
42065,Quibdó,4,13.3
42066,Neiva,5,11.3
42067,Riohacha,1,11.8
42068,Sincelejo,2,13.8
42069,Pasto,3,17.1
42070,Neiva,3,20.8
42071,Quibdó,4,15.5
42072,Sincelejo,4,18.9
42073,Quibdó,2,7.5
42074,Sincelejo,2,24.1
42075,Medellín,1,15.4
42076,Neiva,4,17.5
42077,Cali,2,11.4
42078,Armenia,1,18.8
42079,Ipiales,2,8.1
42080,Santa Marta,3,13.7
42081,Cúcuta,1,15.2
42082,Sincelejo,3,8.5
42083,Florencia,5,15.9
42084,Quibdó,4,17.8
42085,Bucaramanga,1,11.8
42086,Cartagena,2,24.0
42087,Santa Marta,3,19.1
42088,Florencia,1,13.7
42089,Barranquilla,5,17.0
42090,Santa Marta,1,14.0
42091,Florencia,5,5.4
42092,Montería,5,13.8
42093,Florencia,3,24.5
42094,Cúcuta,3,11.3
42095,Santa Marta,1,5.3
42096,Cúcuta,4,9.3
42097,Mitú,5,20.2
42098,Cúcuta,4,10.9
42099,Ibagué,3,4.6
42100,Barranquilla,2,22.0
42101,Quibdó,5,22.9
42102,Ibagué,3,16.2
42103,Bucaramanga,4,10.6
42104,Neiva,4,9.5
42105,Popayán,2,17.2
42106,Florencia,2,8.3
42107,Popayán,4,13.6
42108,Quibdó,4,9.6
42109,Cali,1,18.6
42110,Armenia,3,18.0
42111,Cúcuta,1,13.4
42112,Cartagena,4,23.5
42113,Bogotá,3,13.6
42114,Barranquilla,4,21.2
42115,Valledupar,3,24.2
42116,Cali,4,14.6
42117,Bucaramanga,3,12.5
42118,Cali,1,10.0
42119,Ipiales,1,13.0
42120,Popayán,3,8.6
42121,Cúcuta,3,19.4
42122,Santa Marta,1,6.0
42123,Ibagué,3,13.7
42124,Pereira,4,6.5
42125,Popayán,1,11.7
42126,Riohacha,1,15.3
42127,Cartagena,3,10.8
42128,Tunja,2,15.9
42129,Armenia,2,13.2
42130,Popayán,2,8.1
42131,Bucaramanga,2,18.5
42132,Valledupar,5,10.2
42133,Popayán,1,5.1
42134,Sincelejo,4,17.3
42135,Sincelejo,5,19.1
42136,Florencia,2,8.2
42137,Santa Marta,2,8.4
42138,Mitú,3,8.0
42139,Cartagena,2,6.6
42140,Tunja,5,21.0
42141,Sincelejo,1,20.7
42142,Ipiales,2,23.1
42143,Valledupar,5,12.8
42144,Valledupar,3,17.2
42145,Pasto,4,15.0
42146,Pasto,2,12.2
42147,Armenia,2,4.7
42148,Tunja,2,14.9
42149,Cartagena,5,16.0
42150,Cúcuta,4,5.8
42151,Sincelejo,1,23.3
42152,Villavicencio,4,14.0
42153,Neiva,4,12.2
42154,Cali,5,22.5
42155,Tunja,2,17.1
42156,Mitú,4,11.5
42157,Florencia,3,19.7
42158,Montería,1,16.2
42159,Ibagué,5,8.6
42160,Bucaramanga,2,11.7
42161,Cali,3,15.6
42162,Valledupar,4,17.9
42163,Tunja,1,8.3
42164,Manizales,1,8.3
42165,Quibdó,1,21.1
42166,Cali,2,19.9
42167,Barranquilla,3,10.3
42168,Santa Marta,5,9.4
42169,Florencia,5,24.1
42170,Ibagué,1,23.2
42171,Barranquilla,3,19.9
42172,Mitú,5,4.7
42173,Sincelejo,2,5.0
42174,Quibdó,5,8.4
42175,Riohacha,5,16.1
42176,Sincelejo,5,9.6
42177,Tunja,4,14.8
42178,Armenia,5,7.8
42179,Santa Marta,2,16.5
42180,Ipiales,5,23.5
42181,Cali,2,23.6
42182,Valledupar,2,12.0
42183,Medellín,5,17.7
42184,Cúcuta,3,24.1
42185,Quibdó,2,24.6
42186,Valledupar,3,5.2
42187,Villavicencio,5,21.9
42188,Tunja,2,5.8
42189,Neiva,5,15.2
42190,Riohacha,4,15.4
42191,Cúcuta,4,6.8
42192,Medellín,5,15.5
42193,Armenia,4,23.7
42194,Villavicencio,1,9.3
42195,Manizales,1,15.5
42196,Santa Marta,4,16.1
42197,Riohacha,2,9.6
42198,Armenia,3,6.5
42199,Pasto,3,24.1
42200,Ipiales,2,16.5
42201,Mitú,2,12.3
42202,Pereira,5,12.6
42203,Medellín,4,4.9
42204,Armenia,2,8.3
42205,Montería,1,16.3
42206,Ibagué,2,5.0
42207,Mitú,3,14.5
42208,Riohacha,5,18.3
42209,Tunja,5,21.6
42210,Pasto,1,13.8
42211,Ibagué,5,8.7
42212,Riohacha,1,18.8
42213,Cúcuta,3,6.1
42214,Cartagena,3,17.4
42215,Bogotá,4,12.7
42216,Montería,5,23.4
42217,Bucaramanga,5,22.3
42218,Valledupar,1,14.2
42219,Ibagué,4,18.6
42220,Cali,5,6.7
42221,Neiva,5,13.4
42222,Tunja,5,20.0
42223,Cúcuta,5,8.7
42224,Villavicencio,4,20.6
42225,Cartagena,3,15.2
42226,Tunja,5,8.5
42227,Popayán,4,5.9
42228,Quibdó,4,16.8
42229,Manizales,2,20.7
42230,Pereira,4,5.7
42231,Ibagué,2,24.1
42232,Tunja,2,18.2
42233,Tunja,4,22.2
42234,Villavicencio,5,21.3
42235,Armenia,4,21.7
42236,Montería,1,24.2
42237,Quibdó,2,14.9
42238,Quibdó,5,20.3
42239,Bogotá,1,18.5
42240,Popayán,2,13.7
42241,Neiva,2,5.0
42242,Cúcuta,1,7.7
42243,Cartagena,5,7.7
42244,Ibagué,1,7.5
42245,Florencia,3,15.8
42246,Manizales,5,17.1
42247,Barranquilla,1,19.0
42248,Cartagena,2,21.4
42249,Barranquilla,3,16.4
42250,Pasto,3,10.8
42251,Villavicencio,4,4.6
42252,Cali,4,10.1
42253,Barranquilla,1,12.1
42254,Ibagué,2,6.6
42255,Sincelejo,2,11.6
42256,Neiva,4,7.7
42257,Tunja,3,24.4
42258,Tunja,4,6.2
42259,Pereira,5,7.8
42260,Medellín,5,10.5
42261,Manizales,1,7.0
42262,Mitú,5,17.0
42263,Quibdó,1,9.7
42264,Florencia,3,13.6
42265,Ipiales,4,12.9
42266,Ipiales,3,22.8
42267,Bucaramanga,2,8.8
42268,Tunja,1,4.9
42269,Bucaramanga,3,22.8
42270,Pereira,3,20.8
42271,Mitú,1,21.7
42272,Barranquilla,1,11.6
42273,Cali,3,24.3
42274,Cúcuta,4,22.8
42275,Sincelejo,4,22.5
42276,Medellín,1,13.7
42277,Florencia,2,7.4
42278,Valledupar,4,21.3
42279,Santa Marta,5,7.5
42280,Santa Marta,3,9.9
42281,Tunja,3,12.7
42282,Cali,1,4.9
42283,Pereira,1,5.4
42284,Bogotá,4,16.7
42285,Pasto,2,10.2
42286,Valledupar,5,9.7
42287,Bogotá,1,10.2
42288,Neiva,5,5.9
42289,Mitú,4,12.3
42290,Quibdó,3,22.7
42291,Ipiales,5,7.3
42292,Riohacha,2,16.2
42293,Mitú,1,10.5
42294,Tunja,2,24.4
42295,Neiva,3,23.8
42296,Villavicencio,1,6.8
42297,Cúcuta,1,6.4
42298,Mitú,2,10.5
42299,Montería,3,4.6
42300,Armenia,3,7.5
42301,Bogotá,1,23.2
42302,Manizales,4,17.7
42303,Armenia,5,21.6
42304,Pasto,3,19.0
42305,Santa Marta,3,7.5
42306,Mitú,1,15.6
42307,Neiva,5,12.8
42308,Bogotá,1,17.5
42309,Cartagena,4,9.4
42310,Cali,1,11.0
42311,Florencia,4,6.9
42312,Riohacha,3,11.5
42313,Tunja,2,24.4
42314,Ipiales,3,8.8
42315,Cartagena,3,18.0
42316,Montería,4,11.9
42317,Neiva,3,11.4
42318,Valledupar,5,11.0
42319,Pasto,5,9.5
42320,Ipiales,5,6.3
42321,Armenia,1,22.8
42322,Tunja,5,22.6
42323,Bogotá,2,10.4
42324,Santa Marta,5,24.2
42325,Pasto,2,9.5
42326,Neiva,3,20.4
42327,Villavicencio,4,10.9
42328,Quibdó,4,14.8
42329,Santa Marta,4,9.8
42330,Pereira,5,20.3
42331,Montería,3,21.0
42332,Sincelejo,3,5.9
42333,Cúcuta,2,12.6
42334,Quibdó,4,7.8
42335,Tunja,4,20.2
42336,Santa Marta,2,20.0
42337,Valledupar,5,20.8
42338,Santa Marta,4,9.1
42339,Florencia,3,22.3
42340,Valledupar,3,23.6
42341,Armenia,3,19.6
42342,Popayán,5,13.9
42343,Santa Marta,1,21.3
42344,Ipiales,3,19.3
42345,Ipiales,1,6.1
42346,Tunja,2,4.6
42347,Barranquilla,1,16.3
42348,Quibdó,1,21.6
42349,Cartagena,5,22.7
42350,Ibagué,3,10.6
42351,Cali,5,11.6
42352,Valledupar,2,17.5
42353,Quibdó,5,5.3
42354,Valledupar,1,16.2
42355,Manizales,1,7.6
42356,Popayán,4,8.6
42357,Armenia,1,20.0
42358,Santa Marta,2,9.5
42359,Quibdó,3,24.5
42360,Cali,5,12.6
42361,Quibdó,3,20.6
42362,Florencia,2,19.5
42363,Bucaramanga,1,21.1
42364,Florencia,1,11.3
42365,Bogotá,2,23.2
42366,Pereira,4,10.7
42367,Santa Marta,2,16.8
42368,Montería,4,10.5
42369,Pereira,3,14.2
42370,Cartagena,4,14.3
42371,Tunja,5,19.7
42372,Tunja,5,13.7
42373,Mitú,4,14.2
42374,Sincelejo,3,22.4
42375,Quibdó,2,8.8
42376,Ibagué,4,16.0
42377,Bucaramanga,2,18.8
42378,Medellín,2,24.5
42379,Montería,5,12.4
42380,Popayán,4,5.4
42381,Bogotá,5,14.8
42382,Popayán,2,10.7
42383,Cúcuta,3,13.6
42384,Medellín,3,10.0
42385,Medellín,3,21.9
42386,Armenia,5,16.5
42387,Neiva,1,9.1
42388,Cali,5,7.6
42389,Ipiales,2,20.1
42390,Montería,1,17.6
42391,Medellín,3,12.5
42392,Mitú,3,18.6
42393,Riohacha,2,21.3
42394,Tunja,3,23.8
42395,Ipiales,2,10.2
42396,Neiva,1,11.7
42397,Armenia,3,13.5
42398,Cúcuta,4,6.6
42399,Montería,3,8.6
42400,Ibagué,1,24.3
42401,Pereira,5,10.6
42402,Valledupar,2,20.3
42403,Mitú,1,9.9
42404,Neiva,5,7.4
42405,Cali,1,14.7
42406,Sincelejo,5,17.8
42407,Ibagué,3,24.6
42408,Ibagué,2,22.5
42409,Armenia,2,12.2
42410,Neiva,2,9.7
42411,Neiva,4,4.7
42412,Sincelejo,3,10.9
42413,Santa Marta,1,14.2
42414,Manizales,3,13.0
42415,Mitú,4,16.9
42416,Neiva,2,10.4
42417,Florencia,5,21.4
42418,Bogotá,1,12.9
42419,Cali,4,18.4
42420,Tunja,3,7.0
42421,Cali,1,7.4
42422,Cali,5,19.0
42423,Santa Marta,2,21.8
42424,Popayán,3,5.6
42425,Ipiales,1,8.1
42426,Barranquilla,2,12.1
42427,Sincelejo,1,7.9
42428,Popayán,2,14.1
42429,Popayán,2,14.1
42430,Cali,5,13.7
42431,Cartagena,2,12.2
42432,Ibagué,1,11.5
42433,Pereira,2,19.5
42434,Manizales,2,5.0
42435,Riohacha,5,4.7
42436,Sincelejo,5,10.9
42437,Riohacha,1,9.0
42438,Armenia,4,9.0
42439,Ibagué,4,10.9
42440,Tunja,2,6.3
42441,Bucaramanga,1,6.1
42442,Pasto,2,10.7
42443,Cali,4,13.2
42444,Cartagena,5,17.7
42445,Bucaramanga,3,8.6
42446,Medellín,5,24.0
42447,Villavicencio,4,6.5
42448,Manizales,4,15.4
42449,Cúcuta,3,7.0
42450,Montería,4,21.1
42451,Montería,2,6.8
42452,Manizales,1,14.5
42453,Manizales,2,11.9
42454,Cartagena,2,13.0
42455,Barranquilla,2,22.1
42456,Valledupar,3,19.7
42457,Valledupar,1,17.1
42458,Barranquilla,1,8.0
42459,Popayán,5,21.2
42460,Bogotá,5,19.5
42461,Florencia,5,10.8
42462,Manizales,5,6.6
42463,Pereira,5,8.5
42464,Barranquilla,4,16.3
42465,Medellín,1,22.0
42466,Medellín,5,10.8
42467,Sincelejo,5,6.2
42468,Ibagué,2,8.2
42469,Ibagué,1,21.7
42470,Quibdó,5,11.8
42471,Manizales,2,14.6
42472,Cúcuta,5,17.9
42473,Mitú,3,4.7
42474,Tunja,2,8.6
42475,Florencia,1,7.2
42476,Bogotá,4,12.5
42477,Armenia,2,24.3
42478,Cartagena,4,24.7
42479,Bucaramanga,3,9.7
42480,Manizales,2,15.9
42481,Quibdó,1,11.6
42482,Valledupar,2,17.6
42483,Cúcuta,4,6.3
42484,Valledupar,3,8.6
42485,Popayán,4,12.2
42486,Mitú,3,24.1
42487,Riohacha,4,15.8
42488,Ipiales,4,6.0
42489,Bucaramanga,1,20.9
42490,Villavicencio,4,10.4
42491,Sincelejo,5,4.7
42492,Montería,5,7.8
42493,Valledupar,2,5.5
42494,Riohacha,1,23.4
42495,Ibagué,1,12.3
42496,Bogotá,5,20.6
42497,Sincelejo,4,17.0
42498,Santa Marta,2,13.2
42499,Manizales,2,19.0
42500,Santa Marta,4,6.3
42501,Bogotá,2,21.2
42502,Villavicencio,3,22.0
42503,Bogotá,5,7.9
42504,Cartagena,1,14.1
42505,Ipiales,2,23.8
42506,Cúcuta,1,16.3
42507,Pereira,4,14.3
42508,Ipiales,1,11.2
42509,Quibdó,3,13.0
42510,Cali,2,12.3
42511,Barranquilla,1,21.1
42512,Barranquilla,2,9.9
42513,Quibdó,3,7.1
42514,Tunja,3,23.9
42515,Ibagué,5,11.1
42516,Pasto,1,4.6
42517,Pereira,2,16.7
42518,Pereira,5,14.6
42519,Cartagena,4,17.0
42520,Florencia,2,20.1
42521,Mitú,2,19.8
42522,Bogotá,2,5.6
42523,Medellín,1,20.0
42524,Pereira,4,12.3
42525,Barranquilla,1,13.3
42526,Villavicencio,5,10.8
42527,Barranquilla,1,7.4
42528,Bucaramanga,5,22.6
42529,Bucaramanga,2,12.0
42530,Santa Marta,4,15.5
42531,Medellín,4,24.4
42532,Cali,4,5.5
42533,Cúcuta,5,21.5
42534,Riohacha,1,10.4
42535,Pasto,4,24.3
42536,Popayán,1,12.3
42537,Bogotá,1,9.1
42538,Ibagué,2,6.9
42539,Mitú,4,23.7
42540,Manizales,5,9.5
42541,Neiva,4,13.8
42542,Ibagué,1,9.1
42543,Valledupar,5,6.2
42544,Cali,4,24.3
42545,Pereira,5,5.8
42546,Sincelejo,4,9.7
42547,Florencia,2,21.8
42548,Medellín,2,12.2
42549,Neiva,1,24.1
42550,Bucaramanga,1,10.1
42551,Bucaramanga,3,10.7
42552,Barranquilla,2,6.5
42553,Cartagena,3,15.6
42554,Pereira,5,12.0
42555,Manizales,2,17.0
42556,Ipiales,4,10.4
42557,Cali,2,22.2
42558,Santa Marta,5,13.8
42559,Manizales,5,21.7
42560,Ipiales,2,17.7
42561,Mitú,1,11.0
42562,Valledupar,1,6.3
42563,Pereira,5,6.1
42564,Santa Marta,5,15.6
42565,Montería,2,21.7
42566,Riohacha,3,20.8
42567,Villavicencio,3,24.3
42568,Bucaramanga,2,22.2
42569,Quibdó,1,6.3
42570,Florencia,5,8.0
42571,Cartagena,4,18.1
42572,Valledupar,4,24.0
42573,Florencia,3,20.6
42574,Riohacha,3,12.4
42575,Barranquilla,5,22.2
42576,Bogotá,3,9.9
42577,Barranquilla,2,9.4
42578,Neiva,4,5.9
42579,Popayán,2,10.9
42580,Riohacha,1,22.2
42581,Montería,5,4.9
42582,Neiva,1,20.1
42583,Bucaramanga,2,10.2
42584,Cúcuta,1,14.1
42585,Mitú,4,10.2
42586,Neiva,3,18.8
42587,Popayán,1,16.5
42588,Pasto,2,18.0
42589,Riohacha,3,17.1
42590,Ibagué,5,20.7
42591,Armenia,2,8.1
42592,Riohacha,4,9.9
42593,Cartagena,4,21.9
42594,Cali,3,21.9
42595,Armenia,3,22.9
42596,Cartagena,5,23.9
42597,Barranquilla,1,8.8
42598,Barranquilla,4,17.0
42599,Florencia,1,19.5
42600,Ipiales,5,7.4
42601,Cartagena,5,12.5
42602,Sincelejo,4,8.7
42603,Tunja,1,16.8
42604,Cartagena,5,22.9
42605,Villavicencio,4,4.6
42606,Ibagué,1,18.0
42607,Popayán,1,6.9
42608,Montería,3,24.5
42609,Manizales,1,21.7
42610,Villavicencio,1,17.5
42611,Cali,1,8.1
42612,Bucaramanga,2,8.7
42613,Mitú,3,13.9
42614,Pereira,1,9.3
42615,Mitú,5,15.6
42616,Quibdó,4,12.1
42617,Villavicencio,2,7.5
42618,Riohacha,3,23.6
42619,Neiva,4,13.6
42620,Bogotá,5,8.3
42621,Pereira,3,16.9
42622,Riohacha,4,10.9
42623,Mitú,2,7.2
42624,Bogotá,1,10.5
42625,Bogotá,4,11.5
42626,Pasto,2,13.5
42627,Ipiales,2,20.5
42628,Manizales,3,5.5
42629,Valledupar,1,21.4
42630,Villavicencio,4,19.8
42631,Tunja,1,22.2
42632,Manizales,3,16.6
42633,Barranquilla,2,16.8
42634,Florencia,5,5.6
42635,Cartagena,2,13.5
42636,Mitú,2,23.2
42637,Montería,2,13.9
42638,Pasto,3,15.1
42639,Ipiales,5,9.1
42640,Neiva,3,14.6
42641,Cali,1,13.4
42642,Barranquilla,3,22.6
42643,Ibagué,3,6.1
42644,Cali,1,12.3
42645,Popayán,3,11.1
42646,Cúcuta,5,18.5
42647,Florencia,2,10.9
42648,Villavicencio,3,7.7
42649,Bucaramanga,4,17.9
42650,Bogotá,5,17.4
42651,Villavicencio,2,19.8
42652,Sincelejo,4,6.8
42653,Ibagué,1,5.5
42654,Popayán,1,13.7
42655,Manizales,4,13.6
42656,Santa Marta,2,17.2
42657,Medellín,3,8.7
42658,Mitú,5,19.6
42659,Valledupar,5,14.7
42660,Cartagena,2,15.7
42661,Tunja,4,20.8
42662,Montería,2,5.8
42663,Popayán,4,11.2
42664,Neiva,2,20.6
42665,Sincelejo,5,21.0
42666,Popayán,1,21.1
42667,Montería,2,16.6
42668,Ipiales,4,8.6
42669,Ipiales,3,15.7
42670,Ibagué,5,5.2
42671,Ibagué,3,6.4
42672,Manizales,1,7.5
42673,Sincelejo,1,21.8
42674,Florencia,5,15.1
42675,Tunja,1,15.5
42676,Barranquilla,1,9.4
42677,Quibdó,3,24.1
42678,Medellín,5,23.7
42679,Bucaramanga,2,23.9
42680,Medellín,4,7.6
42681,Pereira,3,12.8
42682,Santa Marta,4,16.8
42683,Cúcuta,4,8.4
42684,Sincelejo,5,15.0
42685,Ibagué,2,12.6
42686,Barranquilla,1,19.7
42687,Cartagena,1,10.4
42688,Valledupar,1,16.9
42689,Cartagena,2,22.2
42690,Cartagena,2,19.8
42691,Tunja,1,10.5
42692,Ibagué,4,13.4
42693,Mitú,3,8.1
42694,Florencia,5,7.0
42695,Armenia,5,5.5
42696,Medellín,4,12.1
42697,Quibdó,3,5.3
42698,Cartagena,2,7.3
42699,Cali,1,11.4
42700,Santa Marta,3,7.0
42701,Riohacha,5,8.2
42702,Bogotá,4,15.5
42703,Ipiales,1,15.3
42704,Mitú,3,19.6
42705,Riohacha,2,23.2
42706,Tunja,1,5.8
42707,Sincelejo,3,8.7
42708,Manizales,3,7.0
42709,Cali,1,10.1
42710,Bogotá,2,20.8
42711,Manizales,3,9.6
42712,Cali,1,12.6
42713,Bogotá,2,9.2
42714,Armenia,3,18.6
42715,Manizales,1,11.7
42716,Santa Marta,3,17.2
42717,Cartagena,5,8.5
42718,Cúcuta,2,19.3
42719,Mitú,4,8.2
42720,Cali,2,12.3
42721,Medellín,2,21.5
42722,Santa Marta,2,6.2
42723,Bogotá,2,10.1
42724,Manizales,4,18.1
42725,Armenia,3,10.5
42726,Pasto,4,7.5
42727,Villavicencio,1,24.5
42728,Ipiales,1,24.4
42729,Bogotá,5,15.7
42730,Bogotá,2,14.3
42731,Ipiales,2,24.8
42732,Quibdó,1,10.2
42733,Ibagué,3,18.6
42734,Florencia,1,18.8
42735,Cúcuta,4,5.7
42736,Mitú,3,11.7
42737,Neiva,4,18.6
42738,Montería,1,20.5
42739,Barranquilla,3,11.2
42740,Montería,1,20.3
42741,Manizales,3,6.8
42742,Valledupar,2,24.3
42743,Ibagué,5,12.5
42744,Cartagena,2,8.9
42745,Riohacha,2,22.1
42746,Manizales,5,12.8
42747,Pasto,5,22.7
42748,Villavicencio,3,17.7
42749,Medellín,1,22.3
42750,Villavicencio,4,17.6
42751,Manizales,4,24.1
42752,Sincelejo,5,23.9
42753,Ipiales,5,5.6
42754,Bogotá,4,24.4
42755,Bogotá,1,24.1
42756,Pereira,4,7.8
42757,Santa Marta,2,12.9
42758,Cali,1,8.5
42759,Cartagena,2,20.3
42760,Manizales,1,10.0
42761,Montería,3,21.1
42762,Cúcuta,3,16.1
42763,Ibagué,1,14.9
42764,Medellín,1,6.5
42765,Armenia,1,8.3
42766,Villavicencio,4,11.5
42767,Cartagena,4,22.6
42768,Florencia,2,17.4
42769,Cali,2,22.4
42770,Neiva,4,24.3
42771,Montería,2,15.5
42772,Quibdó,5,23.2
42773,Barranquilla,3,18.3
42774,Barranquilla,2,13.1
42775,Pasto,2,19.0
42776,Valledupar,2,6.8
42777,Tunja,3,19.2
42778,Popayán,5,12.4
42779,Sincelejo,1,16.3
42780,Valledupar,3,5.6
42781,Cúcuta,3,10.9
42782,Mitú,2,6.9
42783,Ibagué,5,21.2
42784,Cartagena,2,17.5
42785,Florencia,2,7.6
42786,Cúcuta,3,9.4
42787,Barranquilla,1,19.4
42788,Neiva,5,5.5
42789,Sincelejo,4,7.0
42790,Cali,2,20.1
42791,Bogotá,2,20.9
42792,Riohacha,5,12.2
42793,Florencia,5,14.8
42794,Pasto,5,15.2
42795,Armenia,2,16.3
42796,Mitú,2,14.3
42797,Montería,5,4.6
42798,Ipiales,4,4.7
42799,Cartagena,1,16.9
42800,Riohacha,5,8.9
42801,Cartagena,1,16.6
42802,Bogotá,5,23.3
42803,Bogotá,2,14.7
42804,Tunja,5,17.6
42805,Mitú,5,9.6
42806,Medellín,2,8.4
42807,Cúcuta,1,24.6
42808,Santa Marta,2,24.5
42809,Cartagena,4,19.1
42810,Villavicencio,1,17.8
42811,Florencia,4,13.5
42812,Pereira,3,16.8
42813,Bucaramanga,4,8.4
42814,Villavicencio,5,7.1
42815,Popayán,2,19.5
42816,Santa Marta,2,6.9
42817,Neiva,4,12.2
42818,Cúcuta,5,16.8
42819,Florencia,2,12.4
42820,Pasto,5,8.2
42821,Riohacha,2,10.6
42822,Valledupar,5,6.6
42823,Bogotá,3,14.8
42824,Neiva,3,21.4
42825,Cali,1,14.9
42826,Ipiales,1,7.1
42827,Ibagué,2,6.4
42828,Armenia,1,11.3
42829,Cúcuta,1,11.2
42830,Tunja,5,24.8
42831,Bogotá,4,4.8
42832,Sincelejo,1,12.7
42833,Armenia,1,23.1
42834,Montería,1,22.9
42835,Cartagena,1,6.6
42836,Armenia,3,24.6
42837,Medellín,1,18.3
42838,Santa Marta,3,12.7
42839,Ibagué,1,18.9
42840,Villavicencio,5,20.6
42841,Manizales,1,16.6
42842,Bogotá,1,13.9
42843,Ipiales,1,21.6
