vehiculo,ruta,costo
V53,R43,372
V53,R44,349
V53,R45,463
V53,R46,320
V53,R47,537
V53,R48,526
V53,R49,403
V53,R50,580
V53,R51,372
V53,R52,301
V53,R53,437
V53,R54,362
V53,R55,369
V53,R56,324
V53,R57,556
V53,R58,318
V53,R59,560
V53,R60,567
V53,R61,559
V53,R62,410
V53,R63,429
V53,R64,485
V53,R65,285
V53,R66,496
V53,R67,430
V53,R68,575
V53,R69,420
V53,R70,435
V53,R71,413
V53,R72,392
V53,R73,424
V53,R74,408
V53,R75,445
V53,R76,533
V53,R77,480
V53,R78,287
V53,R79,423
V53,R80,277
V53,R81,554
V53,R82,412
V53,R83,336
V53,R84,263
V53,R85,538
V53,R86,271
V53,R87,360
V53,R88,465
V53,R89,547
V53,R90,324
V53,R91,260
V53,R92,502
V53,R93,406
V53,R94,415
V53,R95,565
V53,R96,568
V53,R97,463
V53,R98,348
V53,R99,274
V53,R100,580
V54,R1,418
V54,R2,453
V54,R3,284
V54,R4,360
V54,R5,260
V54,R6,382
V54,R7,312
V54,R8,557
V54,R9,260
V54,R10,326
V54,R11,578
V54,R12,427
V54,R13,556
V54,R14,453
V54,R15,422
V54,R16,357
V54,R17,261
V54,R18,493
V54,R19,454
V54,R20,411
V54,R21,361
V54,R22,454
V54,R23,522
V54,R24,484
V54,R25,413
V54,R26,535
V54,R27,425
V54,R28,433
V54,R29,297
V54,R30,383
V54,R31,347
V54,R32,289
V54,R33,385
V54,R34,339
V54,R35,550
V54,R36,577
V54,R37,429
V54,R38,451
V54,R39,411
V54,R40,320
V54,R41,304
V54,R42,459
V54,R43,308
V54,R44,430
V54,R45,559
V54,R46,340
V54,R47,421
V54,R48,397
V54,R49,493
V54,R50,427
V54,R51,410
V54,R52,431
V54,R53,431
V54,R54,537
V54,R55,513
V54,R56,472
V54,R57,260
V54,R58,528
V54,R59,489
V54,R60,398
V54,R61,286
V54,R62,416
V54,R63,317
V54,R64,322
V54,R65,394
V54,R66,405
V54,R67,311
V54,R68,452
V54,R69,304
V54,R70,397
V54,R71,539
V54,R72,459
V54,R73,428
V54,R74,386
V54,R75,319
V54,R76,475
V54,R77,277
V54,R78,547
V54,R79,279
V54,R80,506
V54,R81,435
V54,R82,378
V54,R83,377
V54,R84,477
V54,R85,366
V54,R86,521
V54,R87,498
V54,R88,348
V54,R89,512
V54,R90,324
V54,R91,477
V54,R92,279
V54,R93,282
V54,R94,569
V54,R95,504
V54,R96,317
V54,R97,558
V54,R98,260
V54,R99,261
V54,R100,372
V55,R1,315
V55,R2,371
V55,R3,353
V55,R4,531
V55,R5,322
V55,R6,268
V55,R7,284
V55,R8,511
V55,R9,443
V55,R10,488
V55,R11,533
V55,R12,471
V55,R13,541
V55,R14,510
V55,R15,523
V55,R16,496
V55,R17,342
V55,R18,381
V55,R19,279
V55,R20,474
V55,R21,427
V55,R22,442
V55,R23,516
V55,R24,405
V55,R25,410
V55,R26,347
V55,R27,362
V55,R28,559
V55,R29,374
V55,R30,337
V55,R31,370
V55,R32,304
V55,R33,283
V55,R34,282
V55,R35,330
V55,R36,509
V55,R37,431
V55,R38,326
V55,R39,315
V55,R40,580
V55,R41,455
V55,R42,539
V55,R43,530
V55,R44,469
V55,R45,433
V55,R46,487
V55,R47,512
V55,R48,338
V55,R49,414
V55,R50,563
V55,R51,324
V55,R52,536
V55,R53,454
V55,R54,580
V55,R55,470
V55,R56,324
V55,R57,473
V55,R58,329
V55,R59,445
V55,R60,415
V55,R61,469
V55,R62,361
V55,R63,402
V55,R64,342
V55,R65,490
V55,R66,392
V55,R67,374
V55,R68,580
V55,R69,260
V55,R70,440
V55,R71,282
V55,R72,548
V55,R73,370
V55,R74,265
V55,R75,401
V55,R76,260
V55,R77,410
V55,R78,543
V55,R79,423
V55,R80,432
V55,R81,418
V55,R82,437
V55,R83,366
V55,R84,437
V55,R85,577
V55,R86,345
V55,R87,292
V55,R88,571
V55,R89,577
V55,R90,543
V55,R91,356
V55,R92,395
V55,R93,542
V55,R94,500
V55,R95,410
V55,R96,536
V55,R97,303
V55,R98,392
V55,R99,390
V55,R100,285
V56,R1,503
V56,R2,509
V56,R3,500
V56,R4,356
V56,R5,428
V56,R6,538
V56,R7,330
V56,R8,477
V56,R9,298
V56,R10,311
V56,R11,346
V56,R12,455
V56,R13,567
V56,R14,576
V56,R15,371
V56,R16,476
V56,R17,519
V56,R18,413
V56,R19,398
V56,R20,386
V56,R21,442
V56,R22,358
V56,R23,478
V56,R24,384
V56,R25,444
V56,R26,402
V56,R27,260
V56,R28,540
V56,R29,539
V56,R30,322
V56,R31,357
V56,R32,382
V56,R33,460
V56,R34,518
V56,R35,260
V56,R36,525
V56,R37,411
V56,R38,432
V56,R39,363
V56,R40,287
V56,R41,580
V56,R42,498
V56,R43,359
V56,R44,508
V56,R45,260
V56,R46,550
V56,R47,431
V56,R48,292
V56,R49,372
V56,R50,534
V56,R51,417
V56,R52,527
V56,R53,545
V56,R54,491
V56,R55,580
V56,R56,358
V56,R57,487
V56,R58,358
V56,R59,524
V56,R60,539
V56,R61,288
V56,R62,475
V56,R63,338
V56,R64,309
V56,R65,469
V56,R66,498
V56,R67,382
V56,R68,264
V56,R69,576
V56,R70,373
V56,R71,530
V56,R72,379
V56,R73,441
V56,R74,557
V56,R75,370
V56,R76,448
V56,R77,462
V56,R78,487
V56,R79,556
V56,R80,492
V56,R81,360
V56,R82,320
V56,R83,531
V56,R84,374
V56,R85,280
V56,R86,484
V56,R87,403
V56,R88,383
V56,R89,269
V56,R90,553
V56,R91,293
V56,R92,511
V56,R93,385
V56,R94,571
V56,R95,260
V56,R96,539
V56,R97,550
V56,R98,566
V56,R99,330
V56,R100,299
V57,R1,429
V57,R2,370
V57,R3,394
V57,R4,269
V57,R5,490
V57,R6,444
V57,R7,401
V57,R8,446
V57,R9,463
V57,R10,474
V57,R11,368
V57,R12,430
V57,R13,305
V57,R14,491
V57,R15,355
V57,R16,580
V57,R17,294
V57,R18,347
V57,R19,416
V57,R20,338
V57,R21,394
V57,R22,538
V57,R23,432
V57,R24,424
V57,R25,280
V57,R26,501
V57,R27,337
V57,R28,513
V57,R29,384
V57,R30,580
V57,R31,274
V57,R32,281
V57,R33,373
V57,R34,349
V57,R35,438
V57,R36,555
V57,R37,385
V57,R38,435
V57,R39,500
V57,R40,284
V57,R41,414
V57,R42,568
V57,R43,358
V57,R44,441
V57,R45,452
V57,R46,344
V57,R47,571
V57,R48,489
V57,R49,545
V57,R50,536
V57,R51,361
V57,R52,377
V57,R53,560
V57,R54,318
V57,R55,423
V57,R56,403
V57,R57,537
V57,R58,342
V57,R59,444
V57,R60,419
V57,R61,534
V57,R62,331
V57,R63,434
V57,R64,368
V57,R65,260
V57,R66,447
V57,R67,532
V57,R68,352
V57,R69,413
V57,R70,472
V57,R71,260
V57,R72,280
V57,R73,260
V57,R74,260
V57,R75,323
V57,R76,433
V57,R77,514
V57,R78,323
V57,R79,564
V57,R80,307
V57,R81,428
V57,R82,377
V57,R83,374
V57,R84,529
V57,R85,441
V57,R86,528
V57,R87,269
V57,R88,422
V57,R89,441
V57,R90,580
V57,R91,421
V57,R92,277
V57,R93,484
V57,R94,260
V57,R95,260
V57,R96,460
V57,R97,557
V57,R98,301
V57,R99,563
V57,R100,495
V58,R1,360
V58,R2,311
V58,R3,304
V58,R4,462
V58,R5,344
V58,R6,379
V58,R7,439
V58,R8,542
V58,R9,544
V58,R10,485
V58,R11,378
V58,R12,339
V58,R13,546
V58,R14,335
V58,R15,465
V58,R16,340
V58,R17,328
V58,R18,449
V58,R19,544
V58,R20,493
V58,R21,511
V58,R22,379
V58,R23,433
V58,R24,468
V58,R25,551
V58,R26,565
V58,R27,417
V58,R28,520
V58,R29,423
V58,R30,479
V58,R31,384
V58,R32,362
V58,R33,368
V58,R34,460
V58,R35,305
V58,R36,465
V58,R37,452
V58,R38,286
V58,R39,447
V58,R40,467
V58,R41,396
V58,R42,262
V58,R43,325
V58,R44,377
V58,R45,432
V58,R46,356
V58,R47,351
V58,R48,379
V58,R49,290
V58,R50,455
V58,R51,520
V58,R52,490
V58,R53,409
V58,R54,560
V58,R55,549
V58,R56,385
V58,R57,398
V58,R58,526
V58,R59,536
V58,R60,378
V58,R61,579
V58,R62,580
V58,R63,290
V58,R64,549
V58,R65,371
V58,R66,347
V58,R67,496
V58,R68,275
V58,R69,518
V58,R70,448
V58,R71,372
V58,R72,552
V58,R73,356
V58,R74,559
V58,R75,363
V58,R76,392
V58,R77,316
V58,R78,492
V58,R79,330
V58,R80,430
V58,R81,297
V58,R82,480
V58,R83,360
V58,R84,552
V58,R85,286
V58,R86,339
V58,R87,356
V58,R88,422
V58,R89,341
V58,R90,413
V58,R91,543
V58,R92,364
V58,R93,487
V58,R94,571
V58,R95,449
V58,R96,350
V58,R97,454
V58,R98,420
V58,R99,286
V58,R100,459
V59,R1,336
V59,R2,406
V59,R3,398
V59,R4,381
V59,R5,454
V59,R6,405
V59,R7,580
V59,R8,472
V59,R9,320
V59,R10,493
V59,R11,360
V59,R12,261
V59,R13,322
V59,R14,301
V59,R15,423
V59,R16,330
V59,R17,483
V59,R18,580
V59,R19,520
V59,R20,413
V59,R21,397
V59,R22,523
V59,R23,412
V59,R24,551
V59,R25,371
V59,R26,305
V59,R27,337
V59,R28,403
V59,R29,295
V59,R30,565
V59,R31,260
V59,R32,377
V59,R33,408
V59,R34,420
V59,R35,547
V59,R36,289
V59,R37,548
V59,R38,318
V59,R39,502
V59,R40,508
V59,R41,542
V59,R42,288
V59,R43,372
V59,R44,499
V59,R45,459
V59,R46,369
V59,R47,391
V59,R48,355
V59,R49,524
V59,R50,309
V59,R51,353
V59,R52,466
V59,R53,412
V59,R54,315
V59,R55,267
V59,R56,430
V59,R57,271
V59,R58,374
V59,R59,467
V59,R60,422
V59,R61,332
V59,R62,467
V59,R63,448
V59,R64,295
V59,R65,459
V59,R66,271
V59,R67,536
V59,R68,474
V59,R69,399
V59,R70,442
V59,R71,533
V59,R72,260
V59,R73,484
V59,R74,355
V59,R75,326
V59,R76,538
V59,R77,336
V59,R78,549
V59,R79,553
V59,R80,465
V59,R81,470
V59,R82,444
V59,R83,566
V59,R84,580
V59,R85,550
V59,R86,491
V59,R87,316
V59,R88,436
V59,R89,575
V59,R90,369
V59,R91,580
V59,R92,508
V59,R93,512
V59,R94,557
V59,R95,324
V59,R96,580
V59,R97,472
V59,R98,293
V59,R99,521
V59,R100,269
V60,R1,497
V60,R2,290
V60,R3,359
V60,R4,310
V60,R5,441
V60,R6,421
V60,R7,302
V60,R8,389
V60,R9,568
V60,R10,348
V60,R11,487
V60,R12,342
V60,R13,503
V60,R14,515
V60,R15,539
V60,R16,403
V60,R17,485
V60,R18,378
V60,R19,568
V60,R20,432
V60,R21,314
V60,R22,468
V60,R23,260
V60,R24,441
V60,R25,457
V60,R26,314
V60,R27,427
V60,R28,423
V60,R29,302
V60,R30,378
V60,R31,580
V60,R32,388
V60,R33,537
V60,R34,363
V60,R35,303
V60,R36,400
V60,R37,580
V60,R38,369
V60,R39,509
V60,R40,580
V60,R41,574
V60,R42,515
V60,R43,337
V60,R44,463
V60,R45,336
V60,R46,306
V60,R47,300
V60,R48,558
V60,R49,467
V60,R50,293
V60,R51,419
V60,R52,356
V60,R53,412
V60,R54,317
V60,R55,363
V60,R56,537
V60,R57,337
V60,R58,389
V60,R59,319
V60,R60,501
V60,R61,547
V60,R62,363
V60,R63,381
V60,R64,524
V60,R65,547
V60,R66,262
V60,R67,365
V60,R68,303
V60,R69,327
V60,R70,389
V60,R71,320
V60,R72,547
V60,R73,351
V60,R74,526
V60,R75,526
V60,R76,359
V60,R77,438
V60,R78,307
V60,R79,503
V60,R80,433
V60,R81,326
V60,R82,546
V60,R83,417
V60,R84,422
V60,R85,341
V60,R86,415
V60,R87,415
V60,R88,524
V60,R89,538
V60,R90,571
V60,R91,443
V60,R92,333
V60,R93,391
V60,R94,317
V60,R95,394
V60,R96,577
V60,R97,513
V60,R98,437
V60,R99,459
V60,R100,501
V61,R1,358
V61,R2,354
V61,R3,516
V61,R4,537
V61,R5,314
V61,R6,541
V61,R7,536
V61,R8,370
V61,R9,260
V61,R10,263
V61,R11,525
V61,R12,578
V61,R13,514
V61,R14,310
V61,R15,471
V61,R16,497
V61,R17,280
V61,R18,376
V61,R19,439
V61,R20,522
V61,R21,558
V61,R22,521
V61,R23,353
V61,R24,356
V61,R25,494
V61,R26,305
V61,R27,488
V61,R28,314
V61,R29,454
V61,R30,477
V61,R31,287
V61,R32,306
V61,R33,292
V61,R34,564
V61,R35,333
V61,R36,309
V61,R37,323
V61,R38,437
V61,R39,548
V61,R40,317
V61,R41,423
V61,R42,564
V61,R43,535
V61,R44,376
V61,R45,394
V61,R46,493
V61,R47,501
V61,R48,442
V61,R49,515
V61,R50,347
V61,R51,275
V61,R52,513
V61,R53,489
V61,R54,571
V61,R55,572
V61,R56,553
V61,R57,476
V61,R58,449
V61,R59,459
V61,R60,403
V61,R61,372
V61,R62,407
V61,R63,525
V61,R64,500
V61,R65,278
V61,R66,278
V61,R67,389
V61,R68,404
V61,R69,260
V61,R70,580
V61,R71,348
V61,R72,414
V61,R73,553
V61,R74,580
V61,R75,380
V61,R76,385
V61,R77,492
V61,R78,540
V61,R79,432
V61,R80,283
V61,R81,444
V61,R82,544
V61,R83,318
V61,R84,440
V61,R85,567
V61,R86,445
V61,R87,502
V61,R88,461
V61,R89,468
V61,R90,528
V61,R91,285
V61,R92,331
V61,R93,332
V61,R94,505
V61,R95,468
V61,R96,330
V61,R97,477
V61,R98,376
V61,R99,546
V61,R100,260
V62,R1,493
V62,R2,522
V62,R3,453
V62,R4,505
V62,R5,580
V62,R6,349
V62,R7,580
V62,R8,399
V62,R9,334
V62,R10,482
V62,R11,547
V62,R12,424
V62,R13,304
V62,R14,349
V62,R15,549
V62,R16,468
V62,R17,298
V62,R18,387
V62,R19,522
V62,R20,523
V62,R21,483
V62,R22,456
V62,R23,391
V62,R24,375
V62,R25,516
V62,R26,283
V62,R27,562
V62,R28,436
V62,R29,544
V62,R30,260
V62,R31,521
V62,R32,550
V62,R33,504
V62,R34,431
V62,R35,518
V62,R36,580
V62,R37,364
V62,R38,268
V62,R39,405
V62,R40,400
V62,R41,373
V62,R42,396
V62,R43,530
V62,R44,580
V62,R45,420
V62,R46,272
V62,R47,573
V62,R48,517
V62,R49,483
V62,R50,314
V62,R51,518
V62,R52,512
V62,R53,310
V62,R54,348
V62,R55,545
V62,R56,553
V62,R57,281
V62,R58,398
V62,R59,261
V62,R60,572
V62,R61,542
V62,R62,317
V62,R63,420
V62,R64,553
V62,R65,388
V62,R66,464
V62,R67,319
V62,R68,443
V62,R69,304
V62,R70,447
V62,R71,452
V62,R72,506
V62,R73,547
V62,R74,468
V62,R75,303
V62,R76,273
V62,R77,531
V62,R78,395
V62,R79,278
V62,R80,512
V62,R81,502
V62,R82,297
V62,R83,438
V62,R84,353
V62,R85,450
V62,R86,524
V62,R87,373
V62,R88,490
V62,R89,540
V62,R90,461
V62,R91,352
V62,R92,289
V62,R93,512
V62,R94,440
V62,R95,312
V62,R96,490
V62,R97,520
V62,R98,323
V62,R99,427
V62,R100,346
V63,R1,548
V63,R2,419
V63,R3,496
V63,R4,312
V63,R5,504
V63,R6,315
V63,R7,294
V63,R8,455
V63,R9,342
V63,R10,260
V63,R11,510
V63,R12,469
V63,R13,260
V63,R14,545
V63,R15,288
V63,R16,406
V63,R17,363
V63,R18,466
V63,R19,316
V63,R20,507
V63,R21,515
V63,R22,477
V63,R23,447
V63,R24,498
V63,R25,511
V63,R26,386
V63,R27,447
V63,R28,479
V63,R29,372
V63,R30,345
V63,R31,426
V63,R32,457
V63,R33,500
V63,R34,491
V63,R35,477
V63,R36,431
V63,R37,454
V63,R38,443
V63,R39,560
V63,R40,393
V63,R41,580
V63,R42,489
V63,R43,579
V63,R44,447
V63,R45,450
V63,R46,330
V63,R47,370
V63,R48,530
V63,R49,260
V63,R50,506
V63,R51,541
V63,R52,274
V63,R53,522
V63,R54,294
V63,R55,513
V63,R56,489
V63,R57,281
V63,R58,380
V63,R59,467
V63,R60,472
V63,R61,261
V63,R62,260
V63,R63,562
V63,R64,470
V63,R65,353
V63,R66,531
V63,R67,456
V63,R68,485
V63,R69,501
V63,R70,351
V63,R71,323
V63,R72,407
V63,R73,482
V63,R74,467
V63,R75,401
V63,R76,580
V63,R77,566
V63,R78,295
V63,R79,535
V63,R80,424
V63,R81,439
V63,R82,467
V63,R83,354
V63,R84,580
V63,R85,504
V63,R86,519
V63,R87,260
V63,R88,289
V63,R89,350
V63,R90,360
V63,R91,401
V63,R92,417
V63,R93,346
V63,R94,266
V63,R95,365
V63,R96,299
V63,R97,518
V63,R98,463
V63,R99,393
V63,R100,374
V64,R1,506
V64,R2,406
V64,R3,470
V64,R4,549
V64,R5,361
V64,R6,317
V64,R7,337
V64,R8,303
V64,R9,290
V64,R10,553
V64,R11,327
V64,R12,465
V64,R13,459
V64,R14,334
V64,R15,443
V64,R16,411
V64,R17,539
V64,R18,467
V64,R19,316
V64,R20,291
V64,R21,412
V64,R22,479
V64,R23,283
V64,R24,544
V64,R25,580
V64,R26,489
V64,R27,474
V64,R28,474
V64,R29,568
V64,R30,502
V64,R31,516
V64,R32,489
V64,R33,496
V64,R34,536
V64,R35,487
V64,R36,580
V64,R37,315
V64,R38,491
V64,R39,436
V64,R40,301
V64,R41,278
V64,R42,576
V64,R43,462
V64,R44,331
V64,R45,309
V64,R46,547
V64,R47,274
V64,R48,538
V64,R49,542
V64,R50,414
V64,R51,507
V64,R52,470
V64,R53,577
V64,R54,326
V64,R55,330
V64,R56,298
V64,R57,446
V64,R58,277
V64,R59,398
V64,R60,402
V64,R61,427
V64,R62,473
V64,R63,504
V64,R64,296
V64,R65,365
V64,R66,295
V64,R67,328
V64,R68,398
V64,R69,394
V64,R70,414
V64,R71,338
V64,R72,497
V64,R73,319
V64,R74,478
V64,R75,484
V64,R76,496
V64,R77,408
V64,R78,297
V64,R79,430
V64,R80,263
V64,R81,308
V64,R82,449
V64,R83,454
V64,R84,543
V64,R85,412
V64,R86,406
V64,R87,441
V64,R88,549
V64,R89,469
V64,R90,341
V64,R91,394
V64,R92,418
V64,R93,322
V64,R94,535
V64,R95,413
V64,R96,543
V64,R97,443
V64,R98,531
V64,R99,353
V64,R100,472
V65,R1,496
V65,R2,310
V65,R3,544
V65,R4,541
V65,R5,440
V65,R6,422
V65,R7,579
V65,R8,446
V65,R9,333
V65,R10,452
V65,R11,448
V65,R12,464
V65,R13,503
V65,R14,554
V65,R15,317
V65,R16,402
V65,R17,331
V65,R18,558
V65,R19,316
V65,R20,346
V65,R21,295
V65,R22,336
V65,R23,263
V65,R24,478
V65,R25,494
V65,R26,391
V65,R27,530
V65,R28,466
V65,R29,469
V65,R30,541
V65,R31,481
V65,R32,526
V65,R33,460
V65,R34,564
V65,R35,306
V65,R36,394
V65,R37,420
V65,R38,342
V65,R39,398
V65,R40,537
V65,R41,385
V65,R42,269
V65,R43,475
V65,R44,394
V65,R45,574
V65,R46,539
V65,R47,303
V65,R48,507
V65,R49,349
V65,R50,410
V65,R51,373
V65,R52,260
V65,R53,450
V65,R54,533
V65,R55,408
V65,R56,353
V65,R57,305
V65,R58,260
V65,R59,522
V65,R60,522
V65,R61,396
V65,R62,285
V65,R63,271
V65,R64,387
V65,R65,490
V65,R66,397
V65,R67,312
V65,R68,274
V65,R69,434
V65,R70,525
V65,R71,446
V65,R72,352
V65,R73,278
V65,R74,501
V65,R75,358
V65,R76,533
V65,R77,484
V65,R78,379
V65,R79,525
V65,R80,365
V65,R81,373
V65,R82,559
V65,R83,302
V65,R84,384
V65,R85,350
V65,R86,558
V65,R87,415
V65,R88,440
V65,R89,434
V65,R90,539
V65,R91,504
V65,R92,489
V65,R93,400
V65,R94,561
V65,R95,500
V65,R96,341
V65,R97,460
V65,R98,333
V65,R99,580
V65,R100,329
V66,R1,319
V66,R2,272
V66,R3,487
V66,R4,580
V66,R5,281
V66,R6,310
V66,R7,520
V66,R8,276
V66,R9,362
V66,R10,430
V66,R11,423
V66,R12,522
V66,R13,357
V66,R14,438
V66,R15,434
V66,R16,478
V66,R17,260
V66,R18,260
V66,R19,479
V66,R20,460
V66,R21,292
V66,R22,578
V66,R23,347
V66,R24,489
V66,R25,332
V66,R26,395
V66,R27,462
V66,R28,498
V66,R29,419
V66,R30,457
V66,R31,401
V66,R32,479
V66,R33,384
V66,R34,437
V66,R35,438
V66,R36,438
V66,R37,349
V66,R38,416
V66,R39,462
V66,R40,376
V66,R41,260
V66,R42,445
V66,R43,323
V66,R44,529
V66,R45,289
V66,R46,299
V66,R47,292
V66,R48,334
V66,R49,580
V66,R50,318
V66,R51,450
V66,R52,437
V66,R53,481
V66,R54,274
V66,R55,556
V66,R56,479
V66,R57,577
V66,R58,341
V66,R59,440
V66,R60,293
V66,R61,496
V66,R62,580
V66,R63,431
V66,R64,448
V66,R65,551
V66,R66,480
V66,R67,387
V66,R68,305
V66,R69,395
V66,R70,580
V66,R71,352
V66,R72,522
V66,R73,288
V66,R74,348
V66,R75,556
V66,R76,409
V66,R77,512
V66,R78,469
V66,R79,339
V66,R80,470
V66,R81,463
V66,R82,297
V66,R83,390
V66,R84,580
V66,R85,262
V66,R86,330
V66,R87,503
V66,R88,556
V66,R89,415
V66,R90,398
V66,R91,425
V66,R92,270
V66,R93,570
V66,R94,469
V66,R95,260
V66,R96,481
V66,R97,345
V66,R98,422
V66,R99,434
V66,R100,490
V67,R1,338
V67,R2,400
V67,R3,355
V67,R4,549
V67,R5,474
V67,R6,391
V67,R7,546
V67,R8,260
V67,R9,518
V67,R10,475
V67,R11,344
V67,R12,401
V67,R13,274
V67,R14,549
V67,R15,328
V67,R16,580
V67,R17,580
V67,R18,352
V67,R19,358
V67,R20,316
V67,R21,462
V67,R22,468
V67,R23,502
V67,R24,260
V67,R25,261
V67,R26,384
V67,R27,400
V67,R28,511
V67,R29,370
V67,R30,317
V67,R31,546
V67,R32,260
V67,R33,454
V67,R34,363
V67,R35,381
V67,R36,300
V67,R37,448
V67,R38,410
V67,R39,497
V67,R40,463
V67,R41,498
V67,R42,428
V67,R43,406
V67,R44,580
V67,R45,413
V67,R46,350
V67,R47,580
V67,R48,554
V67,R49,303
V67,R50,532
V67,R51,529
V67,R52,260
V67,R53,547
V67,R54,537
V67,R55,283
V67,R56,382
V67,R57,458
V67,R58,335
V67,R59,410
V67,R60,483
V67,R61,261
V67,R62,524
V67,R63,362
V67,R64,470
V67,R65,390
V67,R66,477
V67,R67,491
V67,R68,354
V67,R69,580
V67,R70,311
V67,R71,551
V67,R72,411
V67,R73,545
V67,R74,313
V67,R75,452
V67,R76,427
V67,R77,260
V67,R78,415
V67,R79,283
V67,R80,300
V67,R81,315
V67,R82,580
V67,R83,341
V67,R84,561
V67,R85,291
V67,R86,410
V67,R87,417
V67,R88,533
V67,R89,474
V67,R90,465
V67,R91,477
V67,R92,395
V67,R93,418
V67,R94,395
V67,R95,292
V67,R96,462
V67,R97,456
V67,R98,287
V67,R99,342
V67,R100,347
V68,R1,562
V68,R2,264
V68,R3,537
V68,R4,300
V68,R5,386
V68,R6,319
V68,R7,337
V68,R8,375
V68,R9,490
V68,R10,511
V68,R11,395
V68,R12,562
V68,R13,344
V68,R14,387
V68,R15,325
V68,R16,341
V68,R17,478
V68,R18,570
V68,R19,483
V68,R20,291
V68,R21,373
V68,R22,464
V68,R23,272
V68,R24,545
V68,R25,491
V68,R26,451
V68,R27,550
V68,R28,371
V68,R29,312
V68,R30,347
V68,R31,275
V68,R32,422
V68,R33,315
V68,R34,538
V68,R35,283
V68,R36,482
V68,R37,424
V68,R38,463
V68,R39,537
V68,R40,270
V68,R41,321
V68,R42,493
V68,R43,272
V68,R44,367
V68,R45,426
V68,R46,396
V68,R47,474
V68,R48,472
V68,R49,360
V68,R50,549
V68,R51,277
V68,R52,538
V68,R53,423
V68,R54,349
V68,R55,358
V68,R56,312
V68,R57,404
V68,R58,298
V68,R59,397
V68,R60,534
V68,R61,268
V68,R62,493
V68,R63,496
V68,R64,275
V68,R65,523
V68,R66,487
V68,R67,450
V68,R68,358
V68,R69,479
V68,R70,346
V68,R71,541
V68,R72,353
V68,R73,324
V68,R74,524
V68,R75,493
V68,R76,281
V68,R77,339
V68,R78,553
V68,R79,336
V68,R80,507
V68,R81,330
V68,R82,362
V68,R83,561
V68,R84,260
V68,R85,572
V68,R86,523
V68,R87,397
V68,R88,580
V68,R89,414
V68,R90,461
V68,R91,314
V68,R92,404
V68,R93,441
V68,R94,263
V68,R95,546
V68,R96,552
V68,R97,403
V68,R98,396
V68,R99,297
V68,R100,546
V69,R1,543
V69,R2,496
V69,R3,580
V69,R4,451
V69,R5,513
V69,R6,440
V69,R7,375
V69,R8,288
V69,R9,297
V69,R10,290
V69,R11,412
V69,R12,432
V69,R13,465
V69,R14,391
V69,R15,365
V69,R16,493
V69,R17,473
V69,R18,451
V69,R19,343
V69,R20,291
V69,R21,380
V69,R22,445
V69,R23,383
V69,R24,260
V69,R25,510
V69,R26,262
V69,R27,412
V69,R28,310
V69,R29,549
V69,R30,421
V69,R31,404
V69,R32,394
V69,R33,260
V69,R34,580
V69,R35,352
V69,R36,260
V69,R37,504
V69,R38,260
V69,R39,392
V69,R40,382
V69,R41,427
V69,R42,533
V69,R43,395
V69,R44,323
V69,R45,316
V69,R46,356
V69,R47,327
V69,R48,343
V69,R49,316
V69,R50,565
V69,R51,570
V69,R52,356
V69,R53,580
V69,R54,344
V69,R55,472
V69,R56,337
V69,R57,438
V69,R58,498
V69,R59,361
V69,R60,571
V69,R61,536
V69,R62,260
V69,R63,486
V69,R64,321
V69,R65,375
V69,R66,260
V69,R67,364
V69,R68,274
V69,R69,500
V69,R70,473
V69,R71,318
V69,R72,274
V69,R73,454
V69,R74,328
V69,R75,504
V69,R76,562
V69,R77,339
V69,R78,560
V69,R79,491
V69,R80,364
V69,R81,447
V69,R82,384
V69,R83,492
V69,R84,277
V69,R85,521
V69,R86,541
V69,R87,428
V69,R88,453
V69,R89,358
V69,R90,260
V69,R91,580
V69,R92,410
V69,R93,317
V69,R94,347
V69,R95,273
V69,R96,296
V69,R97,367
V69,R98,285
V69,R99,344
V69,R100,352
V70,R1,334
V70,R2,424
V70,R3,549
V70,R4,356
V70,R5,515
V70,R6,298
V70,R7,488
V70,R8,356
V70,R9,380
V70,R10,370
V70,R11,317
V70,R12,260
V70,R13,494
V70,R14,496
V70,R15,334
V70,R16,534
V70,R17,306
V70,R18,442
V70,R19,401
V70,R20,260
V70,R21,260
V70,R22,356
V70,R23,580
V70,R24,286
V70,R25,387
V70,R26,362
V70,R27,270
V70,R28,514
V70,R29,558
V70,R30,506
V70,R31,450
V70,R32,577
V70,R33,400
V70,R34,361
V70,R35,421
V70,R36,580
V70,R37,300
V70,R38,498
V70,R39,550
V70,R40,442
V70,R41,343
V70,R42,553
V70,R43,492
V70,R44,493
V70,R45,522
V70,R46,395
V70,R47,556
V70,R48,300
V70,R49,432
V70,R50,360
V70,R51,515
V70,R52,431
V70,R53,524
V70,R54,360
V70,R55,506
V70,R56,518
V70,R57,429
V70,R58,564
V70,R59,421
V70,R60,415
V70,R61,310
V70,R62,260
V70,R63,486
V70,R64,492
V70,R65,490
V70,R66,425
V70,R67,260
V70,R68,507
V70,R69,301
V70,R70,415
V70,R71,552
V70,R72,429
V70,R73,580
V70,R74,307
V70,R75,491
V70,R76,498
V70,R77,449
V70,R78,528
V70,R79,542
V70,R80,382
V70,R81,348
V70,R82,533
V70,R83,427
V70,R84,267
V70,R85,451
V70,R86,411
V70,R87,503
V70,R88,491
V70,R89,465
V70,R90,558
